4 -4.90688 0.750379 0.498105 1.281 
4.01 -4.89893 0.748232 0.501109 1.19067 
4.02 -4.88455 0.743498 0.728936 1.80513 
4.03 -4.87233 0.740079 0.601738 1.31047 
4.04 -4.85634 0.734833 0.623504 1.39935 
4.05 -4.84752 0.732221 0.396428 1.02532 
4.06 -4.82947 0.726101 0.765477 1.53636 
4.07 -4.81818 0.721963 0.718455 1.51007 
4.08 -4.81139 0.720196 1.00222 1.78574 
4.09 -4.79166 0.71313 1.09574 1.98469 
4.1 -4.77896 0.709273 0.476824 1.04691 
4.11 -4.76111 0.702936 0.510264 1.05828 
4.12 -4.75156 0.700084 0.655336 1.3206 
4.13 -4.73655 0.694724 0.903973 1.70027 
4.14 -4.72415 0.689808 1.01628 1.80142 
4.15 -4.70749 0.684369 0.475656 0.850978 
4.16 -4.68799 0.67706 0.668955 1.24102 
4.17 -4.67646 0.672826 1.26541 1.69062 
4.18 -4.6645 0.668327 0.822684 1.32906 
4.19 -4.64841 0.662316 1.11369 1.74736 
4.2 -4.63649 0.657578 0.86875 1.32221 
4.21 -4.62033 0.651549 1.00981 1.45161 
4.22 -4.60397 0.644975 0.788151 1.22593 
4.23 -4.58745 0.638798 0.909344 1.16832 
4.24 -4.57619 0.633838 1.42064 1.6285 
4.25 -4.55818 0.626565 1.95641 2.20385 
4.26 -4.53378 0.615704 2.01186 2.13901 
4.27 -4.52077 0.610138 1.12592 1.16152 
4.28 -4.50808 0.605622 1.37759 1.42131 
4.29 -4.49093 0.597288 0.93279 1.093 
4.3 -4.47016 0.586775 1.28422 1.43493 
4.31 -4.45334 0.579704 2.08703 1.81795 
4.32 -4.43687 0.569723 2.30634 1.81847 
4.33 -4.41977 0.562825 1.79423 1.79025 
4.34 -4.41282 0.561257 2.08257 1.93204 
4.35 -4.38793 0.548211 1.63459 1.55944 
4.36 -4.36354 0.533267 2.4382 1.86666 
4.37 -4.3455 0.52398 2.64187 1.73766 
4.38 -4.33258 0.518202 1.72599 1.11925 
4.39 -4.30588 0.502473 2.82932 1.42069 
4.4 -4.29269 0.496622 4.02167 2.09679 
4.41 -4.25051 0.463259 5.24599 2.20429 
4.42 -4.24129 0.458835 8.17523 2.78319 
4.43 -4.21897 0.441609 2.24104 1.09368 
4.44 -4.20872 0.437228 1.94296 0.950335 
4.45 -4.18268 0.416901 8.55619 2.60999 
4.46 -4.16575 0.405472 5.85815 1.75247 
4.47 -4.12641 0.361906 3.50914 1.28352 
4.48 -4.11304 0.355805 3.50643 1.10818 
4.49 -4.09073 0.338625 5.45998 1.35871 
4.5 -4.08349 0.332049 10.1925 2.27484 
4.51 -4.0511 0.287916 4.4154 1.21524 
4.52 -4.03737 0.278394 7.80621 1.29271 
4.53 -3.98929 0.187113 14.2109 1.19189 
4.54 -3.96894 0.127992 10.9237 0.696051 
4.55 -3.9554 0.0909366 38.5581 0.808952 
4.56 -3.94103 0.0583534 3.86595 0.64752 
4.57 -3.93527 0.0320271 4.49483 0.471996 
4.58 -3.92731 0.0129754 3.83655 0.45453 
4.59 -3.91653 0.0178815 20.9818 0.414014 
4.6 -3.91265 0.019593 17.5853 0.476343 
4.61 -3.90863 0.018525 15.842 0.405314 
4.62 -3.90273 0.00655072 5.72647 0.636183 
4.63 -3.89667 0.0042464 9.81611 0.668677 
4.64 -3.89322 0.0178918 2.61649 0.39491 
4.65 -3.88689 0.0221837 11.0523 0.34745 
4.66 -3.88236 0.0103512 4.66243 0.4655 
4.67 -3.87593 0.0248429 3.11374 0.727741 
4.68 -3.87067 0.0241718 3.19444 0.328665 
4.69 -3.86862 0.0014244 3.44204 0.299688 
4.7 -3.86208 0.0144844 4.06878 0.384691 
4.71 -3.85723 0.00461648 9.60299 0.593822 
4.72 -3.85534 0.0155718 5.53421 0.417149 
4.73 -3.84824 0.00188128 7.55597 0.423968 
4.74 -3.84753 0.00674536 1.59285 0.461708 
4.75 -3.84258 0.001244 4.93273 0.359949 
4.76 -3.83912 0.00141744 7.55997 0.260534 
4.77 -3.83298 0.0142531 5.11758 0.321602 
4.78 -3.82969 0.00446616 9.46871 0.365672 
4.79 -3.82651 0.00381968 3.99031 0.323657 
4.8 -3.82134 0.00074664 4.79013 0.262892 
4.81 -3.81883 0.00832216 9.538 0.352366 
4.82 -3.81387 0.0174025 3.73533 0.306588 
4.83 -3.80958 0.0146382 7.88851 0.367606 
4.84 -3.80499 0.0052364 4.74904 0.404029 
4.85 -3.80521 0.00609392 5.16245 0.335012 
4.86 -3.80083 0.00201232 3.69655 0.357421 
4.87 -3.79691 0.0061436 3.49537 0.326592 
4.88 -3.79551 0.00947016 2.72149 0.318426 
4.89 -3.79046 0.00781624 4.6035 0.334353 
4.9 -3.78937 0.00097928 4.1999 0.417232 
4.91 -3.78483 0.00258944 4.70187 0.270995 
4.92 -3.78205 0.00088616 2.56167 0.277364 
4.93 -3.77829 0.00367344 2.97798 0.269793 
4.94 -3.77486 0.00042392 3.1703 0.253378 
4.95 -3.77346 0.00322024 3.04759 0.351482 
4.96 -3.76927 0.00246304 2.54626 0.278014 
4.97 -3.76655 0.00448872 2.81643 0.302963 
4.98 -3.76229 0.00326896 3.95818 0.253743 
4.99 -3.76049 0.00103344 2.26204 0.304062 

